marketplace,customer_id,review_id,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,22309227,RT62P0UNM6FTC,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,Time consuming to set up,It was time consuming to set up. I wish they had a better way of doing it. Other than that  it works great.,13-03-2014
US,9889533,R1FXQRS3NBILMO,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,Mavericks?  Forget it!,"I tried a few days to get this item to work on Mavericks.  Thinking there was some trick that I must have missed.  The first part, I purchased this like new off Amazon, with a few minor imperfections.  When it came it had no installation CD.  I went to the foscam website, thinking perhaps like other customers, they might help.  Those reviews must be bots, because in a week I have yet to find any customer service rep available by chat.  I called in but they couldn't really assist me with connecting me to someone via chat to screenshare or anything else another reviewer said.  Maybe they were lucky.  I wasn't.  So there aren't really any tutorials for this model and maverick and I eventually gave up.  Amazon will not send the installation CD, and the ip find tool just never worked once.  So I sent this back and got the plug and play 21P.  There's zero information about the 21P's, its all 21W and I was hesitant.<br /><br /> software for mac is only the IP tool on the CD.  But I plugged the thing in my router, and viola, it appeared.  And it was pretty easy after that.  I still have a sneaking suspicion that there's software out there that gives you one price and then after you purchase you see lower prices.  I'm still convinced this is the case, with this particular 10W purchase, and had to buy one a double the price just to find one that worked on my mac.  The 21P works great, but don't put it behind glass for the night.  I don't know what on earth you would use to use the IR at night in a case, none seem to offer any help case wise and renders the feature completely useless.  The browser software does not accept USB camera's that I can figure out.  IP addy or not.  But it does accept multiple camera's for the 21p if you do not wish to convert a usb that I'm aware of.  I never got to see for the 10W :(/  I used evocam, and i got usb, FaceTime and this camera up and going.  Plug & Play is the way to go.",13-03-2014
US,35275495,R22QFPC04ARRQC,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,1,N,Y,"Faulty sensors, otherwise good products","I purchased 5 Foscam IP cameras last year, and they are affected by the faulty sensor issue extensively published by other customers.<br /><br />However, I just read the response from Foscam willing to replace these products. I just contacted FOSCAM-US customer service, and was told to send them an email, and that within 24 hrs I would get replacements.. Sounds too good to be true, but if that's the case, I will be willing to review the rating and give it 4-5 star.<br /><br />I like these products, but the malfunction of these sensor renders these cameras useless at times.<br /><br />Also, their power supply is very weak at best, already had to replace two of them.<br /><br />Otherwise, very good products for the price.<br /><br />Will see what type of response I get from FOSCAM..<br /><br />I am not requesting money back, just want to get good working products without these faulty sensors..",13-03-2014
US,13356948,RRA3302B3MPNU,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Excellent,Support has been outstanding! Great product at a good price.  Using for home protection while away.Can't go wrong with this camera.,12-03-2014
US,8009262,R2I3U0A0JDDKNU,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Technical support,Ralph did a great job of getting my camera set up to view via the internet. He walked me through the process of getting it set up.,12-03-2014
US,38792651,RSFU10NAYAOQW,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,1,1,N,Y,Tech support,Unit would not connect to Wifi. 2 hours total with tech support over two days.  Hard to understand overseas persons.  They really try hard to help.  Final assessment defective camera.  Returned for replacement.  Will see how that goes.,12-03-2014
US,34969773,R25VZPDSWPU285,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,N,internet setup,amy lopez was a wonderful help and got everything set up for me very quickly and was very efficient.<br /><br />she was great!!,12-03-2014
US,16435162,R1TR9XVNAGBNTJ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Great costumer service,I had a question when setting up my port forwarding. I called and spoke with Mason with Foscam support. He was able to quickly help me finish my set up and answer all my questions. I am very happy with this camera and with the company.,12-03-2014
US,15757826,R3HD51YEAG0IU,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,Y,Good Customer Service w/Jake,"Trouble with my alarms tonight, but Jake did a great job getting everything working in no time at all! Thanks Jake!",12-03-2014
US,43133501,RLTCV1GGPCUCR,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,1,N,Y,Great IP cam for the price,Easy to set up. 640x480 satisfactory resolution. Indoor! IR glare makes shooting from inside window impossible. It does what it claims to very well,12-03-2014
US,8010123,RE0DYWH0GWTEF,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,1,1,N,Y,Did not work,Sent it back could not geet it to work???what can i say it did not work?sounds good but did not work!!,11-03-2014
US,12097876,R3RZQ4F24ZZYIQ,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Nice camera for the price,I like the camera . It has vivid color and good range of motion. I recommend it for anyone. The support was very helpful.,11-03-2014
US,38926507,R1VY792DMW4HAP,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,1,N,Y,Wireless just does not work.,"Opened the box and watched the video that came with it spoken by a aweful accent 1/2 Chinese / 1/2 British and fully not understandable. Fortunately I am able to figure out what I need through reading the forums. From the looks of it, I am not the only frustrated person who can not get the wireless to connect. I have 3 access point, one on each floor of my house, and this camera can not connect to any of them. Forum suggest get on my knees and pray to what ever god I worship and hope it works. Unfortunately I don't pray to any god, therefore it didn't work. Long story short, I got a dud and I am in good company. So I am returning it.<br /><br />Specifics on my wireless if anyone is looking in the future and curious if their hardware is compatible.<br />I have a Verizon N router that can with my FIOS.<br />I also have a Cisco E4200, 2.4Ghz in mixed mode, and WAP2, and 5.4Ghz in N-mode olnly and WAP2.<br />I also have an Asus AC66U, same setup as the E4200.<br /><br />While it is hard wired into the router, it is able to get an IP and I can see video. But when I setup the wireless, it never gotten an IP and never connected to any router. And unplugging the Ethernet cable rendered this camera useless.",11-03-2014
US,41967995,R53D3KG39V3EI,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Gets the Job Done,"I like this camera.  Provides another layer of security.  It moves all over and sends notifications to my email.  The picture quality is not the greatest, but it still gets the job done.",11-03-2014
US,26225979,R3B2E6BK6SP17H,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Serves its purpose,We're using this camera to keep an eye on my wife's elderly mother who requires 24 hour care.  Now all the family can check in on her with their computers or phone.  It was a little tricky to get set up.  Tech support Marshall did a good job getting us going.  If you're needing very clear images you should go to a camera with a higher resolution.,10-03-2014
US,41978987,R2JUW44Y58LXGT,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,Peace of mind security,Great motion detection email setting sends six pictures.  You can also setup a PC to be a security DVR using the provided software,10-03-2014
US,18881073,R2OZM5P2Q23XVE,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,N,FOSCAM TECH SUPPORTa,"I have had my F18910W for some time now and ran into a problem with my PC.  I asked for assistance from Tech Support and got Kate that was awesome in getting me reconnected on 3 devices.  I would highly recommend this camera, it is easy to use, has night vision, scan capability, audio if you want it and is really affordable.  The Foscam people are great as I did have to call them one other time and again they were very helpful.  It has never been an issue with the camera, just my ability to set it up properly.",10-03-2014
US,52135691,R3J2A5864BZG2C,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,great.,"Matched description, works great for a baby monitor. Wish the ir cut wasn't so loud and that the ir lights didn't glow red.",10-03-2014
US,49457768,R1H6DSI1TRFWI,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Quality is awesome!,"The video quality is awesome, and I use Foscam IP camera app for iPHONE to monitor my kittens.  It does make a little loud noise so whenever i control it remotely, it wakes them up.  It does seem to require a little bit more configuration than NetGear Vuezone.  I installed four VueZone cameras (one of which is night-vision) and this one.  I love how clear the image quality is.  I love how easy it is to install the VueZone cameras.",10-03-2014
US,51686385,R1ZP5G48KBTQBG,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,Good value,"After a few minor problems setting it up for web access, it works just great. Foscam tech support was fantastic in getting it up and running, thanks Sarah.",10-03-2014
US,20218804,R2R1XMGNNO9C8V,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,GREAT CAM AND EXCELLENT CUSTOMER SERVICE!,While I had no issue setting up on my PC wired and wireless the Iphone setup kept eluding me. Hats off to Marshall at Foscam Customer service for getting me up and running. Thanks again Marshall!,10-03-2014
US,26330218,R291C1OJM06XEY,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,N,awesome,Amy Lopez was awesome in getting my foscam up and running i don't think i could have did it without her.foscam technical support is easy to go to and they are great.<br />thank you,10-03-2014
US,36151438,R2U23CGBLO10YM,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,2,2,N,Y,Lack of Tech Support,"I tried to follow the instructions, written in poor English. I then called tech support, and I'm still on hold as I write this review. A half an hour ago I was number 6. I rollup up to the number two caller, then constantly fall back down the hold list to number 5 or 6. This is very frustrating. THEIR TECH SUPPORT IS BOGUS BOGUS BOGUS !!!!!!!!!",09-03-2014
US,30323524,R3770N75AJ49FF,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,1,N,N,Faulty,"I have had this camera less than two months and it just keeps rebooting itself, it seems to be a common problem. I wish I had read these reviews before I bought it.",09-03-2014
US,23233419,R1G33Y7DYOC985,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,1,1,N,Y,It works good.,"I've not had any problems.  The Blue Iris software can be frustrating at times, but the camera has worked without an issue.",09-03-2014
US,40789990,R3SFX3RKRNUYX,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,1,N,Y,Excellent product.,Camera is everything that it is described as. Foscam has one of the better ip cameras. Directions are very clear and support is excellent. Picture is great. Nice camera.,09-03-2014
US,22375529,RM0Y2MUEFUKE1,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,2,N,Y,Customer Service - C. Johnson,Excellent Customer Service... called in to technical support and spoke with C. Johnson... He was extremely helpful and fixed my issue at ease.  This camera provides everything that is says.  Picture quality is great.,09-03-2014
US,31116058,R2TVBUKMV5OLB1,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,2,2,N,N,PINK SCREEN OF DEATH,"Bought this product last week, and tried to set it up immediately. Once everything was pulled in, the camera shows a pink screen. It flickers back and forth to what the camera is directed to but that flicker happens probably every 20 seconds. Played with the settings and rebooted the camera but no good. Called the Tech support, was waiting for 30 mins even though I'm number 2 on the waiting line. The IT guy just told me to reboot it, didn't work so he said it was defected. Not wasting my time with another one of these..",08-03-2014
US,30287493,R3S5D43ZP49MVK,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,2,N,N,great camera,I just had the camera installed by Amy Lopez at Foscam and she did a fantastic job in addition to the camera functioning well.,08-03-2014
US,32962893,R3490PGBPX3Z6J,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,1,N,Y,My second one and I love it.,"This is my second one. The first has been working great for almost 2 years now and so I decided to add another to my network. Took a bit of doing to configure my router and the camera properly, but now I can view/control  both cameras from my iPhone... home or away.",08-03-2014
US,32320594,R157NSTI5MP49N,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,2,N,Y,Foscam Camera,The lady who helped me was very knowledgeable and helpful in getting the camera set up.  Camera works as described.,08-03-2014
US,36550071,R3SASBYDWY598A,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,1,N,N,Spy on my doggies,"I bought this camera to spy my doggies!  It's small, compact and is feature rich!  It shows a crisp picture, I'm actually blown away at how crisp it is.  I downloaded an app on my iphone which allows me to watch away from home (and even talk to my doggies) and I love it! I would highly recommend this!  Setup can be confusing to non-technical folks but if you read and follow the instructions you should be fine.  The hardest part is configuring your network router (should you need to).",08-03-2014
US,2247902,RBYBJWB19XUS2,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,recomendation,"hello, the camera works very well, in fact I have three chambers, I am very satisfied, I recommend them, Greetings from Costa Rica.<br />this is the best option",07-03-2014
US,19160819,R2OZ3BWENI35SP,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,2,N,Y,Great camera and Customer Service!,"I recently purchased this camera and h uestions wit the installation. Within minutes of calling, they were on the phone and the rep from Foscam actually walked me step by step through the process. Amazing customer service!",07-03-2014
US,41102951,R3UDB17BIVCSTE,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Great $75 webcam.  Don't expect a Mercedes for a Hyundai price.,"I find this to be a great webcam.  It's resolution is pretty good.  At 640X480 resolution, the frame rate I get over the internet is very low, down at 5 fps for my MacPro and sometimes 1 fps for my Samsung Notepad.  But as I said, don't expect a Mercedes for a Hyundai price.<br /><br />The controls from the webpage works pretty good.  You can set options, and do controls okay.  My Android phone uses a paid Foscam App and IPCam (for free) which works much better in terms of control layout.  But you don't need to pay $2.99 for an App.  The benefits are marginal.<br /><br />Set up was pretty easy.  For those that have had trouble probably didn't read the instructions.  The only tough part was setting up the Verizon Fios port forwarding.  It took at least 5 minutes to do a Google search to figure it out.<br /><br />I have dynamic DDNS service, but used the IP address and the 4 digit port I set up.  It's been a week and the public IP address hasn't changed.  I was starting to use the public IP forwarding service, but figured that for the infrequent times that my dynamic IP changes (I got it a month ago, and hasn't changed yet), that when it does change, I'll just cross the bridge when I come to it and change the IP address when I log in.<br /><br />You can turn on the IR light remotely.  You can control the camera direction by clicking on a control and on touch pads, swipe with your finger.  There are 8 preset positions which are great, and you can set it to automatically sweep vertically or horizontally.<br /><br />A great feature is a motion sensor that when triggered, will send by e-mail 6 pics from the camera.  I use it with my security system.<br /><br />There is a feature that periodically allows video to upload to an FTP service, but Verizon doesn't allow FTP hosting so I haven't been able to get it to work.  But, from your app or webpage create snapshots and videos.<br /><br />Finally, the apps allow you to view several cameras at the same time.  I haven't triedit because I only have one cam, but since several apps have it and you can view one window which the other(s) with no signal, I assume it should work.<br /><br />In summary, it has great features and it seems to work well.  If you want an inexpensive camera that can work wirelessly and over the internet that has a host of practical features, this is it.  If you want a professional grade camera, this is not for you.  You need a camera that costs hundreds of dollars.  I think it's not fair to give a Toyota Camry a lower rating just because it doesn't have the features and performance of a Bentley.",07-03-2014
US,9921878,R2DXEA2NCWVBEX,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,1,2,N,Y,TECHNICAL SUPPORT,TECHNICAL SUPPORT WAS EXCELLENT...CHRIS DID A GREAT JOB SETTING UP MY CAMERA ON FIRST ATTEMPT SPECIALY PORT FORWARDING. I JUST GOT THIS CAMERA AND CALLED THE TECHNICAL SUPPORT. CHRIS DID A GREAT JOB IN SETTING UP MY CAMERA IN NO TIME. FOSCAM TECHNICAL SUPPORT WAS GREAT AND EASY TO UNDERSTAND..FOSCAM TECHNICAL SUPPORT WAS BEST. I RECOMMEND IT....,07-03-2014
US,44716047,R1X5LR2GH20UEH,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Good product,The camera was difficult for to install. I had to call Foscam Support 3 X to finally get it working. Once installed it worked great. Unfortunately I can not use it because it does not work the distance needed to monitor my elderly relative. She lives in the same building but not close enough to my router.,07-03-2014
US,47858370,RGSPDAU3PFIIK,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Good for what i wanted,"I purchased this camera for a baby monitor.  I only set this up for local access (i.e., I don't need to access this camera while away from home).  The included instructions and software were sufficient for my needs and I didn't run into any troubles",07-03-2014
US,25030902,R2CNIU03ACO9TX,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Works great,took a while for me to set up port forwarding on my router but it has been consistently working well.  planning to order more.,07-03-2014
US,43135190,R3QEVT5IXH9Q4G,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,0,0,N,Y,Poor image and app support,"The image quality is not that great.<br /><br />The biggest minus is the mobile application support. The application provided by Foscam on the App Store is very basic, unintuitive and ugly.",07-03-2014
US,14802016,R1YEE0WG0E89DF,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,1,1,N,Y,Works but it's plagued by software issues and bad support/documentation.,Typical clone product.<br /><br />After much effort I don't have a reliable security system.  External and internal software crashes or is not compatible with the latest Mac OSX software as suggested.  I have no problems with any other software on my computer.  Some blame goes to bad external. security software for the Mac.<br /><br />Amazon called me with concern about the number of items that I return.  I try to take the blame.  But some items just don't work well.  Amazon is a great company.  Some products just aren't up to par.<br /><br />I will order a name product and if I have the same problems I'll come back and make appropriate comments.<br /><br />PROS:<br />1. Cheaper than the name brand products.<br />2. Good picture quality during the day or at night.<br /><br />CONS:<br />1. No proper item details and specifications. The extension is around 8 feet and it includes a wall/stand mount so don't by accessories as suggested by Amazon or user comments which are ill advised and wrong.<br />2. Firmware is not up to date.  The upgrade is not easy for a non-techy person.<br />3. Provided software doesn't work well.  Can't monitor externally even though I have good bandwidth.  IP locator crashes.<br />4. Incompatible with external monitoring software.  In all fairness most of the issues could be with them.<br />5. Black color is cheaper but uglier (I should blame myself)<br />6. Amateur support video from Foscam website<br />7. Bad documentation.  No good quick start guide.,07-03-2014
US,29864811,RVB8ZNDXILP8B,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,N,Great Camera for the Money,"Relatively easy to set up within your local WiFi and can be readily viewed from any computer or smart phone on the same network. But if you want to access it remotely through the internet, you will need to be comfortable with changing the administrative settings on your existing WiFi router to set up port forwarding. Instructions for doing this were actually pretty good, though.<br /><br />Colors are not true but that doesn't bother me. The night time infrared is pretty awesome. You can also remotely capture and record stills and video through your computer or smartphone control panel. You can send sound to the unit via your PC microphone, or monitor sounds in the room with the camera's built in microphone. We use it for security and to monitor our pets when we are not at home.<br /><br />All and all, I am pretty pleased with this unit. I ordered the unit in black, but I received white. Other than that little ordering problem, I think the camera is well worth it.",07-03-2014
US,38888371,R2CLF9L02VZNR3,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,7,8,N,Y,Pans around room uncontrolled.,"This camera worked great for about 3.5 weeks then the camera out of the blue started panning around the room uncontrolled.  It was another few weeks before my husband was back in town to try to fix it.  He is a tier two electrical engineer that specializes in computers could not fix the issue. After reading other reviews, this is common and known problem by Foscam. We have tried all the &#34;recommended&#34; ways to fix this issue without any success.The only way to keep it from panning the room is to break the camera so it will stop moving.<br /><br />We were about ready to purchase 7 more Foscams but extremely glad we did not or we would have really been out some serious money.<br /><br />If someone comes up with a fix later that works for us, I will change my rating. But as of now, it feels like we held $80 above a flame and burned our money. What a waste.",06-03-2014
US,11588021,RXBUEHBE1RKFA,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,2,1,1,N,Y,WAY TO HARD TO SETUP,We tried for two days to set this camera up.  We finally had to pay someone to come in & set it up.  It still freezes.  It won't save record times.  I can't get it to connect to my phone.  Not user friendly!,06-03-2014
US,32437882,R3IHSV7IYBFXNR,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,Y,customer service was great!!,The customer service rep Jake was very professional and helpful. He was on the phone over an hour making sure I was taking care of. He definitely went above and beyond what most customer services would have provided.,06-03-2014
US,24085695,RR4J5N2XU9RTV,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,Works as it should,Great cam for multiuse. I use it as a baby monitor in my kids nursery.<br /><br />Set up can be a little difficult for people who do are not computer friendly.<br /><br />One way audio works great.. Two way.. Not so much. there is a lot of feedback since the microphone and speakers are in close proximity of one another. However there are out/inputs for both and can be adjusted.<br /><br />Good buy.. Might consider getting another one for different use,06-03-2014
US,33392280,R2ORRP8JNQUCYI,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,2,2,N,Y,Constant freezes; unusuable,"I had to return this camera because it suffered from the same defect that a lot of previous reviewers had noted. In my case, if I point it outside, even with brightness turned down very low on the camera's settings, the camera's firmware crashes, making a manual reboot necessary and not capturing any images during that time. This is obviously a problem since that is precisely why I bought the camera, and I don't want to have to constantly worry that pointing it at the wrong kind of scene might cause it to malfunction (and what if I'm away from home and can't reboot it to &#34;fix&#34; the problem temporarily?). I had a similar problem with a D-Link camera that I bought, and I'm still looking for a suitable camera that doesn't have this problem. I thought I would be lucky with this one; I was not. It was also unable to connect to my WiFi (and I don't even have spaces or odd characters in my SSID or password), so I was stuck using Ethernet.<br /><br />The small subset of this camera's features that I was able to explore seem in line with other cameras at similar pricepoints: optional recording on motion detecting, ability to e-mail images or upload to FTP server, and so on. Unfortunately, because of the major problem I just mentioned, I didn't get to test these features much. It also seems to be missing the ability to record actual video instead of a series of JPEGs, but that also seems pretty common with less expensive cameras like this.",06-03-2014
US,36549019,RC7TRI6YUKFWC,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,1,1,1,N,Y,This camera sucks,I can't get the email notification to work. I can't get the motion sensor to work. Nobody in support has a clue. The picture quality sucks. All I can do is remote into it and view around. Not worth money. I heard this is just the same camera from China like all the rest that look similar.,06-03-2014
US,26421929,RS51YPKRHQHBE,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67° Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Overall good product,"Good quality video for the price. Audio is not great, too much echo with internal MIC. Motion detection is not great. Easily affected by light sensitivity. Alarm on audio is better than motion detection.",05-03-2014
